	Tr1: BatfKO v Control	Tr1: BatfKO v Irf1KO	Tr1: Irf1KO v Control
Elp3	0.256277965	0.248514139	0.007763825
Elp4	0.051282187	0.207715703	-0.156433515
Elp5	0.363031687	0.497439928	-0.134408241
Elp6	0.550914289	0.384324608	0.166589681
Eltd1	0	0	0
Emb	-1.455984941	-1.254203086	-0.201781856
Emc1	0.057230244	0.327675347	-0.270445103
Emc10	-0.242430577	-0.098197918	-0.14423266
Emc2	0.647979296	0.501411471	0.146567825
Emc3	0.184753498	-0.008143743	0.192897241
Emc4	0.42803099	0.549157037	-0.121126047
Emc6	0.160672907	0.02647224	0.134200668
Emc7	0.518233258	0.678668861	-0.160435603
Emc8	0.430613772	0.612050249	-0.181436478
Emc9	-0.086844657	-0.308191681	0.221347024
Emd	0.451439195	0.532694739	-0.081255544
Eme1	-0.031538019	0.187028129	-0.218566148
Eme2	0.117291782	0.190916465	-0.073624683
Emg1	0.236786114	0.131745835	0.105040279
Emid1	0.233600857	-0.105888929	0.339489786
Emid2	0	0	0
Emilin1	0.021399246	-0.310212546	0.331611792
Emilin2	-2.730111249	-2.839397686	0.109286436
Emilin3	0	0	0
Eml1	0.14482664	0.009667873	0.135158767
Eml2	0.136348884	0.05345971	0.082889174
Eml3	0.177009775	0.085215593	0.091794181
Eml4	0.46084845	0.654558295	-0.193709845
Eml5	0.08841829	-0.766408077	0.854826367
Eml6	0.104299543	0.089786961	0.014512582
Emp1	-3.28522432	-3.340566966	0.055342645
Emp2	-0.087177543	0.001443079	-0.088620622
Emp3	0.768865361	0.405634461	0.3632309
Emr1	1.414763753	1.347145392	0.06761836
Emr4	-0.115525697	0.004606292	-0.120131989
Emx1	0	0	0
Emx2	-0.114569913	0.005085706	-0.119655619
Emx2os	-0.176871845	0.018200244	-0.195072089
En1	0	0	0
En2	0	0	0
Enah	-1.476058834	-1.664514335	0.1884555
Enam	-0.087177543	0.001443079	-0.088620622
Enc1	0.952306228	0.970890018	-0.01858379
Endod1	0.310649264	0.98510829	-0.674459026
Endog	-0.563327702	-0.826400972	0.26307327
Endou	-0.237430133	-1.069384219	0.831954086
Endov	-0.054585633	-0.085957189	0.031371556
Eng	0.701431658	1.171742387	-0.470310729
Engase	0.673920132	0.212886083	0.461034049
Enho	0	0	0
Enkd1	-0.047263346	0.31406717	-0.361330516
Enkur	0	0	0
Eno1	-0.88228696	-0.417565634	-0.464721326
Eno1b	-0.994910564	-0.621966764	-0.372943801
Eno2	0.640402869	-0.06590963	0.706312498
Eno3	1.367913427	1.141315374	0.226598053
Eno4	-0.087177543	0.001443079	-0.088620622
Enoph1	0.176425545	0.190016188	-0.013590643
Enox	0	0	0
Enox1	-0.049568555	-0.115920243	0.066351688
Enox2	-0.087224054	0.187728652	-0.274952707
Enpep	0	0	0
Enpp1	-0.655680613	-0.284572489	-0.371108124
Enpp2	-3.570751817	-0.035686277	-3.53506554
Enpp3	0.004295305	0.090286054	-0.085990749
Enpp4	0.702639305	0.898348248	-0.195708944
Enpp5	0.799666383	0.34240824	0.457258144
Enpp6	-0.087177543	0.001443079	-0.088620622
Enpp7	0.143529895	0.126978759	0.016551136
Ensa	0.328237252	0.433744132	-0.10550688
Enthd1	0.274943406	0.063523222	0.211420183
Enthd2	-0.564517473	-0.469984194	-0.094533279
Entpd1	-1.944391787	-0.670485874	-1.273905913
Entpd2	-0.351023503	-0.853055838	0.502032335
Entpd3	0.15871553	0.015867475	0.142848055
Entpd4	-0.21444349	-0.052828521	-0.161614969
Entpd5	0.328878057	-0.457667259	0.786545316
Entpd6	0.036638417	-0.274276215	0.310914633
Entpd7	-0.377617609	-0.318103833	-0.059513776
Entpd8	-0.087177543	0.001443079	-0.088620622
Eny2	0.030933608	0.038603756	-0.007670147
Eogt	0.332042389	0.277713378	0.054329011
Eomes	1.43046467	1.253564516	0.176900154
Ep300	-0.711159413	-0.372245786	-0.338913626
Ep400	-0.404850441	0.016465296	-0.421315738
Epas1	-0.508292762	-1.297680848	0.789388086
Epb4.1	-0.823280988	-0.753130846	-0.070150142
Epb4.1l1	-0.737926203	-1.384655969	0.646729766
Epb4.1l2	-0.255929813	-0.625305996	0.369376183
Epb4.1l3	0.015348202	-0.103254199	0.118602401
Epb4.1l4a	0.017833559	-0.117626541	0.1354601
Epb4.1l4b	-0.530456201	-0.144880882	-0.385575319
Epb4.1l5	0.130448612	-0.256280219	0.386728831
Epb4.2	-0.114569913	0.005085706	-0.119655619
Epb4.9	0	0	0
Epc1	-0.522017217	-0.691921584	0.169904367
Epc2	0.04372925	0.095598672	-0.051869422
Epcam	-0.567145171	-1.879790112	1.312644941
Epdr1	0	0	0
Epg5	0.116403547	0.256629637	-0.14022609
Epgn	0	0	0
Epha1	-0.023931553	-0.453393273	0.42946172
Epha2	0.929330673	0.358126092	0.571204581
Epha3	0	0	0
Epha4	0	0	0
Epha5	0.010326029	0.037515802	-0.027189773
Epha6	0	0	0
Epha7	0	0	0
Epha8	-0.097725155	-0.045464731	-0.052260424
Ephb1	0	0	0
Ephb2	-0.8631086	-1.638755677	0.775647077
Ephb3	0.024156138	-0.160487166	0.184643304
Ephb4	0.062997508	0.051354877	0.011642631
Ephb6	-0.134877536	-0.198606075	0.063728538
Ephx1	0.651592463	0.412332308	0.239260156
Ephx2	0.152591934	0.137654639	0.014937295
Ephx3	0.015348202	-0.103254199	0.118602401
Ephx4	-0.052850948	-0.426758452	0.373907503
Epm2a	0.096594707	-0.054781563	0.151376269
Epm2aip1	-0.071546043	0.299125449	-0.370671492
Epn1	-0.604159404	-0.600595184	-0.00356422
Epn2	-0.316034776	-0.573365128	0.257330352
Epn3	0	0	0
Epo	0	0	0
Epor	-0.441047359	-0.617465544	0.176418185
Eppk1	0.12437566	0.051734494	0.072641166
Eprs	0.298941003	-0.201584407	0.50052541
Eps15	0.277374749	0.348213631	-0.070838882
Eps15l1	0.21235033	0.059494533	0.152855798
Eps8	-2.489565781	-2.318037582	-0.171528199
Eps8l1	-0.193478678	-0.272270167	0.078791489
Eps8l2	0.032842603	-0.220507833	0.253350436
Eps8l3	0	0	0
Epsti1	-1.292697954	-1.206035191	-0.086662763
Ept1	0.052970723	0.240399372	-0.187428649
Epx	0	0	0
Epyc	0	0	0
Eral1	0.483554852	0.540686075	-0.057131223
Erap1	-0.019044596	1.111031594	-1.130076191
Eras	-0.114569913	0.005085706	-0.119655619
Erbb2	-0.029699634	-0.048682714	0.01898308
Erbb2ip	-0.378819513	-0.200349087	-0.178470426
Erbb3	-0.023004542	-0.085169717	0.062165175
Erbb4	0	0	0
Erc1	-0.789195439	-0.449073607	-0.340121833
Erc2	0	0	0
Ercc1	0.417791143	0.419584087	-0.001792944
Ercc2	-0.351402102	-0.390711583	0.039309481
Ercc3	-0.127934224	-0.316085462	0.188151238
Ercc4	-0.031234689	-0.098660216	0.067425527
Ercc5	0.841437622	0.16845336	0.672984262
Ercc6	-0.085674017	-0.112129607	0.02645559
Ercc6l	0.031498197	0.66528805	-0.633789853
Ercc6l2	-0.136663658	0.4387895	-0.575453158
Ercc8	0.667325798	0.898979869	-0.231654071
Erdr1	0.065389049	-0.072107362	0.137496411
Ereg	0	0	0
Erf	-0.056144099	0.061004171	-0.11714827
Erg	-0.744072919	-0.501494827	-0.242578092
Ergic1	0.221491551	0.075706814	0.145784737
Ergic2	0.045021013	0.215151896	-0.170130883
Ergic3	0.190060268	0.119311158	0.07074911
Erh	-0.022866324	1.027278832	-1.050145157
Eri1	-0.162634328	0.016514789	-0.179149117
Eri2	0.445124694	0.439241525	0.005883169
Eri3	0.233359942	0.39549752	-0.162137578
Erich1	0.566838196	0.285388818	0.281449378
Erich2	0.018534594	0.100257858	-0.081723264
Erich4	0.017833559	-0.117626541	0.1354601
Erlec1	-0.456241725	-0.930123294	0.473881569
Erlin1	0.080335373	-0.178327624	0.258662996
Erlin2	-0.060860377	0.07324728	-0.134107657
Ermap	0.117727236	0.031640667	0.086086569
Ermard	0.293744083	0.323318093	-0.02957401
Ermn	-2.725163427	-4.456010445	1.730847018
Ermp1	-0.241539652	0.284301243	-0.525840895
Ern1	-0.356087793	-0.335372913	-0.020714881
Ern2	0.02117425	-0.135987411	0.157161661
Ero1l	-1.591214644	-2.034795606	0.443580963
Ero1lb	-0.061014658	-0.156783155	0.095768497
Erp27	0.030455049	-0.204560167	0.235015216
Erp29	-0.165139987	-0.501784466	0.336644479
Erp44	-0.089890915	-0.428482556	0.33859164
Errfi1	-1.243653617	-1.288920325	0.045266709
Erv3	0	0	0
Esam	0	0	0
Esco1	-0.435066302	0.063479132	-0.498545434
Esco2	0.691949994	1.263885069	-0.571935076
Esd	0.331898456	0.034005081	0.297893375
Esf1	0.698391386	-0.483078288	1.181469674
Esm1	-0.358190128	-0.142474189	-0.215715939
Esp24	-0.087177543	0.001443079	-0.088620622
Esp31	-0.114569913	0.005085706	-0.119655619
Espl1	0.346286331	1.162928252	-0.816641921
Espn	-2.136831829	-2.84625877	0.709426941
Espnl	0.279919156	0.086325084	0.193594072
Esr1	-0.245096075	-0.0266631	-0.218432975
Esr2	0	0	0
Esrp1	0.023119495	-0.151919846	0.175039341
Esrp2	-0.530320618	-0.768529125	0.238208507
Esrra	-0.054390827	-0.324691538	0.270300711
Esrrb	0	0	0
Esrrg	0	0	0
Esx1	0.112253277	0.14835058	-0.036097303
Esyt1	-0.462855565	-0.138006607	-0.324848958
Esyt2	0.217496227	0.178859385	0.038636842
Esyt3	-0.072684495	-0.061470852	-0.011213643
Etaa1	0.017963809	0.240248918	-0.222285109
Etf1	0.334758959	0.586258687	-0.251499728
Etfa	0.277275937	0.561163981	-0.283888044
Etfb	0.689181511	0.942315393	-0.253133883
Etfdh	-0.066268664	-0.218520465	0.152251802
Ethe1	0.476302756	0.296608204	0.179694552
Etl4	0.015348202	-0.103254199	0.118602401
Etnk1	-0.595982527	0.047093634	-0.643076161
Etnk2	-0.675545419	-1.23280437	0.557258951
Etnppl	-0.114569913	0.005085706	-0.119655619
Etohd2	-0.216790329	-0.437804496	0.221014167
Etohi1	0.008919905	0.173457046	-0.16453714
Ets1	-1.10057291	-0.872049568	-0.228523342
Ets2	0.216183679	-0.211188986	0.427372665
Etv1	0.015348202	-0.103254199	0.118602401
Etv2	-0.087177543	0.001443079	-0.088620622
Etv3	0.333666144	-0.0611335	0.394799644
Etv4	0.084863047	0.07106475	0.013798297
Etv5	0.178801259	0.209463957	-0.030662698
Etv6	-0.515067347	0.122924427	-0.637991773
Eva1b	-0.422226511	-0.909169731	0.486943219
Eva1c	-0.022053278	-0.115078314	0.093025036
Evc	0	0	0
Evc2	0	0	0
Evi2a	0.286160101	0.027530486	0.258629615
Evi2b	0	0	0
Evi5	0.220461518	-0.292060115	0.512521633
Evi5l	0.002940017	-0.494926244	0.497866261
Evl	-0.957637224	-0.454845089	-0.502792136
Evpl	-0.00022286	-0.910088904	0.909866043
Evx1	0	0	0
Evx2	-0.049283467	-0.066077103	0.016793636
Ewsr1	0.227360401	0.481907269	-0.254546868
Exd1	0.05894822	-0.394795043	0.453743264
Exd2	-0.601173787	-0.739785074	0.138611287
Exo1	0.08688231	0.992665796	-0.905783486
Exo5	0.517947736	0.068120419	0.449827318
Exoc1	0.137283498	0.16384646	-0.026562962
Exoc2	-0.89415508	-0.262158746	-0.631996334
Exoc3	-0.049221926	-0.200767531	0.151545605
Exoc3l	-0.594900808	-0.310234413	-0.284666396
Exoc3l4	0.422649462	0.456511582	-0.03386212
Exoc4	0.473820521	0.337318593	0.136501928
Exoc5	0.132926883	0.036195461	0.096731422
Exoc6	-0.355385258	-0.153011625	-0.202373633
Exoc6b	0.481599507	0.033538296	0.448061212
Exoc7	-0.0069756	-0.093168733	0.086193133
Exoc8	-0.599514631	0.201746998	-0.801261629
Exog	-0.081994948	-0.295957227	0.213962279
Exosc1	-0.141067317	0.135348636	-0.276415953
Exosc10	-0.212945471	-0.084786928	-0.128158543
Exosc2	0.304508612	0.521495633	-0.216987022
Exosc3	-0.083392068	0.090874583	-0.174266651
Exosc4	-0.076379397	-0.033394622	-0.042984775
Exosc5	0.556165322	0.457023421	0.099141901
Exosc6	0.202970873	0.45092211	-0.247951237
Exosc7	0.289413101	0.315248141	-0.02583504
Exosc8	-0.370974777	-0.384323196	0.01334842
Exosc9	0.333551002	0.780003019	-0.446452017
Exph5	-0.682717274	-0.015081433	-0.667635841
Expi	0	0	0
Ext1	0.483162301	0.26110294	0.222059361
Ext2	-0.127138152	0.24699	-0.374128151
Extl1	-0.020817101	-0.522210582	0.501393482
Extl2	0.023181732	0.262739085	-0.239557352
Extl3	0.697973483	0.839900152	-0.141926669
Eya1	-0.115525697	0.004606292	-0.120131989
Eya2	-0.234630375	-1.813998264	1.579367889
Eya3	-0.392828894	-0.326626116	-0.066202777
Eya4	0.143529895	0.126978759	0.016551136
Ezh1	-0.655814625	-0.69853147	0.042716845
Ezh2	-0.083192658	-0.33192066	0.248728002
Ezr	-0.582927521	-0.833767099	0.250839578
F10	0	0	0
F11r	-0.224687331	-0.699259634	0.474572303
F12	0.02117425	-0.135987411	0.157161661
F13a1	0.187473908	0.17920525	0.008268658
F13b	0	0	0
F2	0	0	0
F2r	-1.255933377	-0.765807519	-0.490125858
F2rl1	-0.783360974	-1.451879188	0.668518213
F2rl2	-0.866449996	-0.167038527	-0.699411469
F2rl3	-0.470402897	0.264355652	-0.734758549
F3	-0.585305668	-0.835829048	0.25052338
F420014N23Rik	-0.012846162	-0.385210926	0.372364764
F5	0	0	0
F630028O10Rik	0.017833559	-0.117626541	0.1354601
F630042J09Rik	0.017833559	-0.117626541	0.1354601
F630043A04Rik	0	0	0
F630110N24Rik	0	0	0
F630111L10Rik	0.18201806	-0.369448245	0.551466304
F630206G17Rik	0.017833559	-0.117626541	0.1354601
F7	0	0	0
F730016J06Rik	0	0	0
F730035M05Rik	0.023665725	-0.156430215	0.18009594
F730043M19Rik	0.53824447	0.30142132	0.23682315
F8	0.199378778	0.264808448	-0.065429671
F830016B08Rik	-0.087177543	0.001443079	-0.088620622
F830045P16Rik	0.017833559	-0.117626541	0.1354601
F8a	0.036768768	0.056022871	-0.019254103
F9	0	0	0
F930015N05Rik	0.015348202	-0.103254199	0.118602401
Fa2h	0.02117425	-0.135987411	0.157161661
Faah	0.710134635	0.293560564	0.416574071
Fabp12	0	0	0
Fabp2	0	0	0
Fabp3	0.02117425	-0.135987411	0.157161661
Fabp4	-0.087177543	0.001443079	-0.088620622
Fabp5	-0.922557398	-0.614130329	-0.308427069
Fabp7	0	0	0
Fadd	0.142315434	0.454433557	-0.312118123
Fads1	0.07306614	-0.166461198	0.239527338
Fads2	0.176017893	0.795941471	-0.619923578
Fads3	-0.041782841	0.3830848	-0.424867641
Fads6	-0.387302793	-0.236941026	-0.150361767
Faf1	0.604500802	-0.011923208	0.61642401
Faf2	0.094493688	0.156851337	-0.06235765
Fah	0.423678302	0.444530293	-0.020851991
Fahd1	0.088033716	0.04283651	0.045197206
Fahd2a	0.143097335	0.463416179	-0.320318844
Faim	-0.050420015	-0.047240804	-0.003179211
Faim2	0	0	0
Faim3	-1.318083809	-1.111085032	-0.206998776
Fam100a	0	0	0
Fam100b	0	0	0
Fam101a	-0.170431893	-0.279971915	0.109540021
Fam101b	0.153135052	-0.875810463	1.028945515
Fam102a	-1.137918433	-1.199804046	0.061885613
Fam102b	-0.052728138	-0.340841723	0.288113585
Fam103a1	-0.366430893	-0.222349139	-0.144081754
Fam104a	0.114890817	-0.317626969	0.432517786
Fam105a	0.228957999	-0.06217422	0.291132219
Fam105b	0	0	0
Fam107a	0	0	0
Fam107b	-0.550958048	-0.473656228	-0.07730182
Fam108a	0	0	0
Fam108b	0	0	0
Fam108c	0	0	0
Fam109a	0.32817047	-0.034348497	0.362518967
Fam109b	0.313679227	0.548906526	-0.235227298
Fam110a	0.399734519	0.137355179	0.26237934
Fam110b	0.173638075	-0.381214604	0.55485268
Fam110c	0.118447712	0.076506258	0.041941454
Fam111a	0.332538987	0.825027479	-0.492488491
Fam113a	0	0	0
Fam113b	0	0	0
Fam114a1	-1.52091699	-2.238594788	0.717677798
Fam114a2	-0.713762947	-1.236579613	0.522816666
Fam115a	0	0	0
Fam115c	0.015348202	-0.103254199	0.118602401
Fam115e	0	0	0
Fam116a	0	0	0
Fam116b	0	0	0
Fam117a	0.311891099	-0.039640857	0.351531956
Fam117b	-0.586722507	-0.903693697	0.316971191
Fam118a	-0.020749172	-0.062960988	0.042211816
Fam118b	0.289016476	0.30821249	-0.019196014
Fam120a	-0.042953828	0.231303115	-0.274256943
Fam120aos	0.038640652	-0.094922391	0.133563043
Fam120b	0.012408945	-0.036219542	0.048628487
Fam120c	0.581791759	0.966306495	-0.384514736
Fam122a	0.040048802	0.316615551	-0.276566749
Fam122b	0.060730048	0.702543402	-0.641813354
Fam123a	0	0	0
Fam123b	0	0	0
Fam123c	0	0	0
Fam124a	0.026131132	-0.133157589	0.159288721
Fam124b	0.247689016	0.146775046	0.10091397
Fam125a	0	0	0
Fam125b	0	0	0
Fam126a	0.333015862	0.216917501	0.116098361
Fam126b	0.640821679	0.116546903	0.524274776
Fam129a	-0.4031661	-0.491781452	0.088615353
Fam129b	0.479207855	-0.385470136	0.864677991
Fam129c	0.747411454	0.196058236	0.551353218
Fam131a	0.308928159	0.089021041	0.219907118
Fam131b	-0.602282475	-0.734914248	0.132631774
Fam131c	0.246338709	0.118049969	0.128288741
Fam132a	-0.36630014	-0.931801836	0.565501695
Fam132b	0.068998508	0.018703909	0.050294599
Fam133b	-0.000790534	-0.678425196	0.677634662
Fam134a	-0.059531047	-0.547604654	0.488073607
Fam134b	0.205924242	-0.126263278	0.33218752
Fam134c	0.041787903	-0.177179179	0.218967082
Fam135a	0.497401175	0.498411233	-0.001010059
Fam135b	0	0	0
Fam136a	0.392671082	0.796583864	-0.403912781
Fam13a	-0.334566893	-0.558190226	0.223623333
Fam13b	-0.450788788	-0.78653955	0.335750762
Fam13c	0	0	0
Fam149a	0	0	0
Fam149b	0.226218598	0.081803613	0.144414985
Fam150a	0	0	0
Fam150b	0	0	0
Fam151a	0	0	0
Fam151b	-0.318986557	-0.371348411	0.052361854
Fam154a	0.022697327	-0.148442318	0.171139645
Fam154b	0.160525619	0.101094287	0.059431331
Fam155a	0	0	0
Fam158a	0	0	0
Fam159a	0.024596175	-0.164130954	0.188727129
Fam159b	0.079878919	0.226481335	-0.146602416
Fam160a1	0.383173347	0.312928501	0.070244846
Fam160a2	0.182683603	-0.281375541	0.464059144
Fam160b1	-0.978203176	-0.632687937	-0.345515239
Fam160b2	-0.592766566	-0.662476749	0.069710182
Fam161a	-0.434325473	-0.61673404	0.182408567
Fam161b	0.057944585	0.042054854	0.01588973
Fam162a	-1.063657909	-1.347535044	0.283877135
Fam163a	0.022697327	-0.148442318	0.171139645
Fam163b	0.152591934	0.137654639	0.014937295
Fam164a	0	0	0
Fam164b	0	0	0
Fam164c	0	0	0
Fam165b	0	0	0
Fam166a	0.024156138	-0.160487166	0.184643304
Fam166b	-0.087177543	0.001443079	-0.088620622
Fam167a	0.124453646	0.214345553	-0.089891907
Fam167b	-0.083114364	0.051292326	-0.13440669
Fam168a	0.093045498	-0.435330236	0.528375734
Fam168b	-0.135727962	-0.273139936	0.137411974
Fam169a	0.335141066	0.081001882	0.254139184
Fam169b	0.034344448	-0.547438464	0.581782913
Fam170b	0	0	0
Fam171a1	-0.201236428	-0.359793634	0.158557206
Fam171a2	-0.766672295	-0.969470463	0.202798168
Fam171b	0.83903248	-0.116322222	0.955354702
Fam172a	0.311209151	1.17092243	-0.859713278
Fam173a	-0.329958182	-0.164624858	-0.165333324
Fam173b	-0.035981412	0.413582008	-0.449563421
Fam174a	0.580692856	0.499211137	0.081481719
Fam174b	0.536044409	-0.694925783	1.230970192
Fam175a	-0.096256965	0.213632956	-0.309889921
Fam175b	-0.036171365	0.120969008	-0.157140373
Fam176a	0	0	0
Fam176b	0	0	0
Fam178a	-0.213199052	-0.257717055	0.044518002
Fam178b	0.641012278	0.61481145	0.026200828
Fam179a	0	0	0
Fam179b	0.364347999	0.212383769	0.15196423
Fam180a	0	0	0
Fam181a	0	0	0
Fam181b	-0.114569913	0.005085706	-0.119655619
Fam183b	-1.53365979	-1.256613041	-0.277046749
Fam184a	0.331466181	0.294409686	0.037056495
Fam184b	-0.128560427	-0.029481799	-0.099078628
Fam185a	0.390775695	0.432217166	-0.04144147
Fam186b	-0.087177543	0.001443079	-0.088620622
Fam187a	0	0	0
Fam187b	0.027305858	-0.014977681	0.042283539
Fam188a	0.007292899	0.308841092	-0.301548193
Fam188b	0.262981928	0.03806114	0.224920788
Fam189a1	0	0	0
Fam189a2	-0.115525697	0.004606292	-0.120131989
Fam189b	-0.617458642	-0.481315429	-0.136143213
Fam18a	0	0	0
Fam18b	0	0	0
Fam190a	0	0	0
Fam192a	0.09332053	0.268597523	-0.175276993
Fam193a	-0.029305141	-0.426042028	0.396736887
Fam193b	-0.671579693	-1.237979017	0.566399324
Fam194a	0	0	0
Fam195a	0.665756731	0.265884371	0.39987236
Fam195b	-0.257975035	-0.219590726	-0.038384308
Fam196a	0.152591934	0.137654639	0.014937295
Fam196b	0.000634881	-0.494936967	0.495571848
Fam198a	0.241759585	0.267003179	-0.025243594
Fam198b	-0.062280728	0.063466586	-0.125747314
Fam199x	-0.385937304	-0.416023501	0.030086197
Fam19a1	0	0	0
Fam19a2	0	0	0
Fam19a3	0.076189281	-0.136133737	0.212323018
Fam19a4	0	0	0
Fam19a5	-0.087177543	0.001443079	-0.088620622
Fam203a	0.515440004	0.230152974	0.285287031
Fam204a	0.438404525	0.312972584	0.125431941
Fam206a	0.412821285	0.63412073	-0.221299445
Fam207a	0.062405394	-0.300590391	0.362995785
Fam208a	0.467031435	0.607872145	-0.140840709
Fam208b	-0.027463927	0.176107029	-0.203570956
Fam209	0.08940062	0.16219548	-0.072794861
Fam20a	-1.435716191	-2.028029275	0.592313085
Fam20b	0.186810549	0.408633102	-0.221822552
Fam20c	0	0	0
Fam21	-0.514933947	-0.636583649	0.121649703
Fam210a	0.547187557	0.897420443	-0.350232886
Fam210b	-0.210302353	-0.233647103	0.02334475
Fam212a	-0.169554689	-0.837148145	0.667593456
Fam212b	0.58451863	0.895522625	-0.311003995
Fam213a	-0.585186197	-0.827798458	0.242612261
Fam213b	0.869672073	0.394594502	0.475077572
Fam214a	-0.213987915	-0.71260679	0.498618875
Fam214b	-0.008530987	-0.005959242	-0.002571745
Fam216a	0.168895156	-0.327426908	0.496322064
Fam217a	0.152591934	0.137654639	0.014937295
Fam217b	-0.751888187	-0.940033249	0.188145062
Fam219a	0.213271437	0.566088623	-0.352817186
Fam219aos	-0.13058817	-0.096508714	-0.034079456
Fam219b	-0.11776964	-0.166897888	0.049128248
Fam220a	-0.3153261	0.026201181	-0.341527281
Fam221a	0.329437104	0.562764715	-0.233327611
Fam222a	-0.195348259	-0.114703834	-0.080644425
Fam222b	-0.524890022	-0.251348788	-0.273541234
Fam227a	0.025151592	-0.168731702	0.193883294
Fam227b	0.02117425	-0.135987411	0.157161661
Fam228a	0.023115963	-0.152910217	0.17602618
Fam228b	-0.317577307	0.054908947	-0.372486253
Fam229a	0.152591934	0.137654639	0.014937295
Fam229b	0.81231897	0.258899006	0.553419964
Fam23a	0	0	0
Fam24a	0.017833559	-0.117626541	0.1354601
Fam25c	0	0	0
Fam26d	0	0	0
Fam26e	0	0	0
Fam26f	0.217410139	0.676976785	-0.459566646
Fam32a	-0.351196904	-0.356186825	0.00498992
Fam33a	0	0	0
Fam35a	0.567969105	0.505111692	0.062857414
Fam36a	0	0	0
Fam38a	0	0	0
Fam38b	0	0	0
Fam3a	-0.320665755	-0.822705634	0.502039878
Fam3b	0	0	0
Fam3c	0.814708698	0.941872769	-0.127164072
Fam40a	0	0	0
Fam40b	0	0	0
Fam43a	2.277139105	1.457126722	0.820012384
Fam43b	0	0	0
Fam45a	-0.108729978	-0.23114866	0.122418681
Fam46a	-0.910699323	-1.036107152	0.125407829
Fam46b	0.017833559	-0.117626541	0.1354601
Fam46c	-0.631567346	-0.969200883	0.337633537
Fam46d	0	0	0
Fam48a	0	0	0
Fam49a	-0.173977979	0.449785452	-0.623763431
Fam49b	-0.820789855	-0.900537579	0.079747725
Fam50a	-0.007676763	-0.33077199	0.323095227
Fam50b	0	0	0
Fam53a	0.062448144	0.195021628	-0.132573484
Fam53b	-8.24E-05	-0.030815157	0.03073275
Fam53c	-0.06286213	0.434087911	-0.496950041
Fam54a	0	0	0
Fam54b	0	0	0
Fam55b	0	0	0
Fam55c	0	0	0
Fam55d	0	0	0
Fam57a	0.193282778	0.420335825	-0.227053047
Fam57b	0.017833559	-0.117626541	0.1354601
Fam58b	0.143182479	0.754679374	-0.611496895
Fam59a	0	0	0
Fam59b	0	0	0
Fam5c	0	0	0
Fam60a	-0.184280427	0.047617245	-0.231897672
Fam63a	0.033177156	-0.086392102	0.119569257
Fam63b	-0.223040027	-0.250461262	0.027421236
Fam64a	0.069550358	0.170597893	-0.101047534
Fam65a	-0.120197166	-0.382925641	0.262728475
Fam65b	0.032633715	-0.272026687	0.304660402
Fam65c	-0.677093425	-0.242527497	-0.434565929
Fam69a	-0.274384231	0.002683592	-0.277067823
Fam69b	-0.261491343	-0.080515836	-0.180975507
Fam69c	-0.120176404	0.006994281	-0.127170685
Fam70a	0	0	0
Fam71a	0.152591934	0.137654639	0.014937295
Fam71b	-0.863286736	-0.893831711	0.030544975
Fam71d	0.017833559	-0.117626541	0.1354601
Fam71e1	-0.012846162	-0.385210926	0.372364764
Fam71e2	0	0	0
Fam71f1	0	0	0
Fam71f2	-0.373126388	-1.594699433	1.221573045
Fam72a	0.193610849	0.437966969	-0.24435612
Fam73a	-0.126821904	0.304734289	-0.431556193
Fam73b	0.189712052	0.587533254	-0.397821203
Fam75d3	0	0	0
Fam76a	-0.35374176	0.387092387	-0.740834148
Fam76b	-0.230081568	0.115335109	-0.345416677
Fam78a	-1.035695314	-0.853710898	-0.181984416
Fam78b	0.446368766	0.309449845	0.136918921
Fam81a	0.072619022	-0.002406622	0.075025644
Fam82a1	0	0	0
Fam82a2	0	0	0
Fam82b	0	0	0
Fam83a	-0.266918074	0.030359742	-0.297277816
Fam83b	0	0	0
Fam83c	0	0	0
Fam83d	0.450825852	0.6962166	-0.245390748
Fam83e	-0.087177543	0.001443079	-0.088620622
